Date,Open,High,Low,Close,Adj Close,Volume
2019-11-01,2264.000000,2275.000000,2195.000000,2200.899902,2136.160400,4172620
2019-11-04,2207.000000,2229.199951,2180.899902,2193.949951,2129.415039,2646411
2019-11-05,2197.000000,2211.000000,2169.000000,2201.850098,2137.083008,2693475
2019-11-06,2200.000000,2210.800049,2179.000000,2188.500000,2124.125488,2540719
2019-11-07,2204.500000,2204.500000,2175.199951,2185.350098,2121.068359,1915598
2019-11-08,2189.600098,2189.600098,2124.000000,2129.949951,2067.297852,2788759
2019-11-11,2135.000000,2139.000000,2091.000000,2100.949951,2039.151245,2983768
2019-11-13,2118.000000,2183.800049,2118.000000,2178.600098,2114.517090,3823365
2019-11-14,2187.500000,2200.000000,2146.699951,2196.800049,2132.181641,2995915
2019-11-15,2196.000000,2211.500000,2168.750000,2174.449951,2110.488770,2724180
2019-11-18,2178.399902,2187.750000,2148.750000,2152.600098,2089.281738,1611089
2019-11-19,2153.000000,2154.649902,2105.000000,2108.800049,2046.770142,2975313
2019-11-20,2121.949951,2135.000000,2094.500000,2108.550049,2046.527222,2894129
2019-11-21,2112.000000,2126.600098,2107.399902,2118.100098,2055.796387,2052574
2019-11-22,2097.000000,2107.000000,2060.500000,2071.699951,2010.761353,3742049
2019-11-25,2074.550049,2084.949951,2052.199951,2081.500000,2020.272949,2737010
2019-11-26,2089.850098,2097.899902,2035.050049,2046.650024,1986.448120,6561580
2019-11-27,2052.000000,2071.699951,2046.550049,2054.300049,1993.873291,2907521
2019-11-28,2067.050049,2094.399902,2060.000000,2077.350098,2016.244873,2924429
2019-11-29,2085.000000,2085.000000,2045.800049,2053.250000,1992.853882,2064271
2019-12-02,2060.000000,2067.699951,2016.000000,2021.050049,1961.601196,3809860
2019-12-03,2027.699951,2062.000000,2010.000000,2051.000000,1990.670166,4664774
2019-12-04,2053.000000,2082.000000,2045.500000,2078.500000,2017.361084,3334301
2019-12-05,2083.000000,2126.800049,2068.350098,2121.300049,2058.902100,3902721
2019-12-06,2124.000000,2128.000000,2101.000000,2123.600098,2061.135010,1829461
2019-12-09,2127.949951,2127.949951,2053.500000,2060.449951,1999.842041,2244747
2019-12-10,2060.000000,2060.850098,2003.250000,2012.849976,1953.642456,4520045
2019-12-11,2025.400024,2048.000000,2006.750000,2041.900024,1981.838013,4943024
2019-12-12,2051.100098,2083.649902,1984.000000,2020.900024,1961.455566,7137306
2019-12-13,2023.000000,2077.399902,2007.000000,2071.250000,2010.324829,5711133
2019-12-16,2096.000000,2136.000000,2080.300049,2126.750000,2064.192139,5574177
2019-12-17,2126.500000,2169.000000,2119.000000,2164.949951,2101.268066,6059673
2019-12-18,2174.000000,2203.449951,2153.000000,2167.750000,2103.986084,8251081
2019-12-19,2179.800049,2236.500000,2167.550049,2229.050049,2163.482666,6251505
2019-12-20,2220.000000,2246.699951,2208.250000,2222.899902,2157.513672,5548338
2019-12-23,2210.000000,2241.949951,2210.000000,2231.699951,2166.054688,2247329
2019-12-24,2239.000000,2243.550049,2211.149902,2215.600098,2150.428223,1805896
2019-12-26,2216.399902,2229.000000,2195.199951,2201.949951,2137.179932,1880367
2019-12-27,2208.000000,2226.399902,2176.000000,2198.500000,2133.831543,2720261
2019-12-30,2207.000000,2225.000000,2177.100098,2183.199951,2118.981445,2288830
2019-12-31,2189.000000,2197.000000,2157.449951,2161.699951,2098.113770,1909289
2020-01-01,2168.000000,2183.899902,2154.000000,2167.600098,2103.839844,1354908
2020-01-02,2179.949951,2179.949951,2149.199951,2157.649902,2094.183350,2380752
2020-01-03,2164.000000,2223.000000,2164.000000,2200.649902,2135.917725,4655761
2020-01-06,2205.000000,2225.949951,2187.899902,2200.449951,2135.723877,3023209
2020-01-07,2200.500000,2214.649902,2183.800049,2205.850098,2140.965088,2429317
2020-01-08,2205.000000,2260.000000,2202.050049,2255.250000,2188.912109,5197454
2020-01-09,2248.750000,2251.949951,2210.000000,2214.350098,2149.215576,3734173
2020-01-10,2228.000000,2234.000000,2208.000000,2213.550049,2148.438721,1915807
2020-01-13,2217.850098,2218.949951,2184.699951,2190.350098,2125.921387,2843893
2020-01-14,2195.000000,2229.800049,2195.000000,2206.899902,2141.984619,2948452
2020-01-15,2213.000000,2231.000000,2194.199951,2226.899902,2161.395752,2620681
2020-01-16,2226.949951,2249.000000,2215.000000,2238.800049,2172.945801,3117214
2020-01-17,2240.750000,2253.550049,2213.000000,2219.100098,2153.825684,3281059
2020-01-20,2194.899902,2242.199951,2156.199951,2170.350098,2106.509766,5817599
2020-01-21,2169.949951,2186.550049,2158.050049,2171.050049,2107.188965,1902980
2020-01-22,2181.000000,2210.000000,2173.699951,2206.899902,2141.984619,1773686
2020-01-23,2209.800049,2217.750000,2183.699951,2190.949951,2131.332275,2069866
2020-01-24,2190.949951,2190.949951,2170.000000,2183.399902,2123.987793,1319430
2020-01-27,2189.699951,2193.449951,2165.000000,2169.250000,2110.222900,1549101
2020-01-28,2174.000000,2187.800049,2152.000000,2183.750000,2124.328613,1743024
2020-01-29,2185.000000,2186.949951,2150.000000,2154.600098,2095.971436,2306761
2020-01-30,2160.000000,2165.000000,2125.000000,2137.850098,2079.677002,2098567
2020-01-31,2139.399902,2144.350098,2071.600098,2079.050049,2022.477051,3287223
2020-02-03,2152.000000,2194.699951,2093.199951,2102.500000,2045.289429,4728073
2020-02-04,2129.000000,2136.699951,2086.600098,2107.750000,2050.396240,3509339
2020-02-05,2115.000000,2156.699951,2104.300049,2146.550049,2088.140381,2439322
2020-02-06,2145.000000,2174.199951,2115.500000,2128.350098,2070.435791,2640065
2020-02-07,2139.000000,2151.000000,2119.000000,2136.550049,2078.412842,2083442
2020-02-10,2140.899902,2167.000000,2119.000000,2161.949951,2103.121582,2383032
2020-02-11,2163.000000,2174.800049,2147.600098,2153.399902,2094.803955,1335820
2020-02-12,2151.100098,2185.000000,2150.000000,2170.750000,2111.681885,1620407
2020-02-13,2172.949951,2197.000000,2171.000000,2191.949951,2132.305420,1645948
2020-02-14,2188.000000,2212.000000,2171.000000,2184.199951,2124.765625,1500115
2020-02-17,2196.949951,2217.000000,2190.199951,2203.250000,2143.297607,1774724
2020-02-18,2199.949951,2221.000000,2186.050049,2215.750000,2155.457764,2486223
2020-02-19,2215.750000,2230.000000,2190.500000,2196.350098,2136.585449,1760463
2020-02-20,2204.500000,2214.399902,2151.250000,2156.800049,2098.111572,2317278
2020-02-24,2156.000000,2178.949951,2106.699951,2115.350098,2057.789307,3092877
2020-02-25,2115.500000,2176.649902,2111.000000,2156.149902,2097.479004,2674567
2020-02-26,2154.000000,2163.899902,2112.949951,2123.600098,2065.815186,2686842
2020-02-27,2119.949951,2119.949951,2086.199951,2105.500000,2048.207275,2349001
2020-02-28,2068.000000,2069.500000,1990.000000,2000.150024,1945.724243,4298076
2020-03-02,2035.000000,2053.949951,1985.699951,2001.300049,1946.842773,2667076
2020-03-03,2020.000000,2060.000000,2012.000000,2036.199951,1980.793213,2757585
2020-03-04,2056.000000,2094.449951,2025.000000,2083.199951,2026.514160,3237002
2020-03-05,2085.699951,2147.750000,2084.050049,2125.050049,2067.225586,3937056
2020-03-06,2098.000000,2123.649902,2071.600098,2116.449951,2058.859619,2595027
2020-03-09,2075.000000,2079.899902,1935.000000,1972.349976,1918.680664,4940975
2020-03-11,1933.000000,1987.300049,1920.000000,1953.699951,1900.537964,6796449
2020-03-12,1904.000000,1908.400024,1758.349976,1769.849976,1721.690918,8728786
2020-03-13,1687.900024,1820.000000,1506.050049,1806.300049,1757.149048,8029720
2020-03-16,1755.000000,1842.250000,1675.849976,1696.400024,1650.239502,7844271
2020-03-17,1730.000000,1731.000000,1623.150024,1658.000000,1612.884399,5713248
2020-03-18,1676.800049,1713.550049,1627.750000,1654.400024,1609.382202,7258778
2020-03-19,1559.699951,1685.449951,1546.750000,1636.349976,1603.453979,5135111
2020-03-20,1630.000000,1869.000000,1627.000000,1797.449951,1761.315430,8547498
2020-03-23,1620.000000,1750.000000,1617.750000,1669.699951,1636.133423,7003490
2020-03-24,1653.050049,1770.000000,1632.849976,1703.150024,1668.911255,6350865
2020-03-25,1700.000000,1810.000000,1680.000000,1750.300049,1715.113281,2765520
2020-03-26,1831.599976,1832.050049,1722.550049,1790.949951,1754.945923,4556067
2020-03-27,1820.000000,1850.000000,1750.400024,1824.500000,1787.821533,4331250
2020-03-30,1766.000000,1905.000000,1763.550049,1778.500000,1742.746338,8513547
2020-03-31,1837.400024,1855.000000,1780.000000,1826.099976,1789.389404,3927593
2020-04-01,1825.900024,1834.750000,1702.000000,1708.750000,1674.398682,4941878
2020-04-03,1740.000000,1740.000000,1650.000000,1654.199951,1620.945190,5735369
2020-04-07,1710.000000,1785.849976,1705.000000,1775.199951,1739.512695,5427577
2020-04-08,1760.000000,1806.000000,1701.000000,1705.449951,1671.164917,6285615
2020-04-09,1750.449951,1778.800049,1731.199951,1766.150024,1730.644531,5307397
2020-04-13,1761.000000,1787.000000,1746.000000,1759.250000,1723.883423,2990438
2020-04-15,1785.000000,1812.000000,1727.800049,1735.150024,1700.267944,4761399
2020-04-16,1709.949951,1764.900024,1675.050049,1716.050049,1681.552002,6245533
2020-04-17,1800.000000,1851.949951,1753.000000,1806.199951,1769.889404,9895823
2020-04-20,1830.000000,1830.000000,1802.500000,1818.650024,1782.089233,3244282
2020-04-21,1765.000000,1794.599976,1727.699951,1737.650024,1702.717529,5122541
2020-04-22,1737.650024,1790.000000,1719.150024,1769.500000,1733.927124,3829836
2020-04-23,1780.000000,1900.000000,1760.849976,1878.250000,1840.490845,5934366
2020-04-24,1840.699951,1851.949951,1807.800049,1818.550049,1781.991333,2987102
2020-04-27,1832.300049,1875.000000,1825.000000,1836.599976,1799.678223,3374741
2020-04-28,1865.000000,1868.000000,1832.599976,1859.050049,1821.677124,2678505
2020-04-29,1874.000000,1912.550049,1850.050049,1905.650024,1867.340210,4241510
2020-04-30,1980.000000,2032.000000,1942.199951,2014.449951,1973.952881,5915544
2020-05-04,1966.000000,1966.000000,1913.650024,1930.449951,1891.641602,3729348
2020-05-05,1955.099976,1977.000000,1927.000000,1932.750000,1893.895386,2905528
2020-05-06,1939.800049,1953.699951,1893.599976,1903.599976,1865.331543,3517431
2020-05-07,1910.000000,1934.449951,1883.349976,1891.650024,1853.621704,3166754
2020-05-08,1939.099976,1939.500000,1886.250000,1893.400024,1855.336426,2686530
2020-05-11,1909.000000,1951.400024,1909.000000,1935.300049,1896.394043,2449841
2020-05-12,1933.400024,1956.500000,1910.250000,1949.500000,1910.308594,3256595
2020-05-13,1994.000000,1994.000000,1925.650024,1949.650024,1910.455688,2656665
2020-05-14,1910.000000,1923.099976,1891.099976,1902.349976,1864.106689,2263146
2020-05-15,1916.000000,1917.400024,1865.199951,1892.900024,1854.846558,3173682
2020-05-18,1907.000000,1952.949951,1872.099976,1945.599976,1906.487061,3727694
2020-05-19,1903.000000,1966.449951,1903.000000,1948.650024,1909.475586,3198693
2020-05-20,1950.000000,1962.900024,1931.699951,1953.599976,1914.326294,2778505
2020-05-21,1946.000000,1998.000000,1941.150024,1991.199951,1951.170166,3400908
2020-05-22,1977.099976,2032.000000,1961.250000,2020.349976,1979.734253,3663418
2020-05-26,2015.000000,2024.000000,1925.000000,1943.000000,1903.939331,4575317
2020-05-27,1959.000000,2010.000000,1941.250000,2005.300049,1964.986816,3482160
2020-05-28,1988.500000,2014.000000,1971.300049,2004.300049,1964.007080,3475681
2020-05-29,1982.000000,2002.650024,1962.400024,1972.349976,1932.699341,7237735
2020-06-01,1990.000000,2060.000000,1981.099976,2045.250000,2004.133667,3747773
2020-06-02,2060.199951,2081.000000,2040.050049,2047.150024,2005.995605,2443886
2020-06-03,2051.850098,2063.750000,2020.000000,2046.150024,2010.909546,3699799
2020-06-04,2046.750000,2100.000000,2046.750000,2091.550049,2055.527588,4048593
2020-06-05,2091.600098,2098.000000,2040.300049,2048.250000,2012.973267,3573289
2020-06-08,2078.250000,2095.000000,2062.100098,2071.750000,2036.068359,2957841
2020-06-09,2063.100098,2095.500000,2060.250000,2072.050049,2036.363159,2909439
2020-06-10,2077.050049,2132.000000,2073.500000,2108.750000,2072.431396,5168397
2020-06-11,2100.000000,2105.000000,2061.800049,2067.649902,2032.039307,2269513
2020-06-12,2011.199951,2049.199951,2011.000000,2039.500000,2004.374023,2842642
2020-06-15,2039.099976,2059.000000,2000.949951,2029.900024,1994.939453,2399022
2020-06-16,2065.000000,2073.949951,2031.000000,2045.800049,2010.565552,2146528
2020-06-17,2046.000000,2058.850098,2026.550049,2047.800049,2012.531006,2703527
2020-06-18,2045.000000,2059.199951,2025.199951,2038.099976,2002.998047,1944389
2020-06-19,2042.000000,2090.000000,2032.000000,2044.599976,2009.385986,5681758
2020-06-22,2050.000000,2052.250000,2019.150024,2027.949951,1993.022827,3196138
2020-06-23,2027.000000,2044.000000,2010.000000,2035.300049,2000.246338,4205944
2020-06-24,2034.000000,2064.250000,2031.599976,2042.199951,2007.027344,2560937
2020-06-25,2035.000000,2060.000000,2009.250000,2016.099976,1981.376953,3043931
2020-06-26,2025.000000,2132.000000,2019.949951,2118.850098,2082.357178,6300722
2020-06-29,2108.000000,2127.600098,2091.300049,2101.649902,2065.453613,3076341
2020-06-30,2100.000000,2111.899902,2075.050049,2082.149902,2046.289307,3071725
2020-07-01,2079.699951,2113.949951,2079.500000,2092.050049,2056.018555,2503466
2020-07-02,2102.000000,2165.000000,2098.000000,2157.149902,2119.997314,3758699
2020-07-03,2163.649902,2205.000000,2160.250000,2199.649902,2161.765381,4185208
2020-07-06,2205.000000,2269.899902,2205.000000,2263.199951,2224.221191,5190366
2020-07-07,2275.000000,2302.699951,2232.149902,2269.899902,2230.805664,5630055
2020-07-08,2270.000000,2274.399902,2207.600098,2218.899902,2180.684082,2793358
2020-07-09,2229.000000,2244.500000,2191.050049,2204.350098,2166.384766,3443998
2020-07-10,2205.250000,2249.850098,2176.000000,2222.350098,2184.074951,9610320
2020-07-13,2220.000000,2244.949951,2210.000000,2220.000000,2181.765137,2963503
2020-07-14,2210.000000,2239.000000,2165.000000,2171.949951,2134.542480,2976738
2020-07-15,2185.000000,2260.000000,2181.100098,2233.899902,2195.425781,5569321
2020-07-16,2244.000000,2333.000000,2220.100098,2234.750000,2201.187744,8582118
2020-07-17,2237.000000,2243.899902,2190.050049,2200.750000,2167.698486,4509135
2020-07-20,2201.000000,2226.899902,2190.800049,2207.899902,2174.741211,2952646
2020-07-21,2230.000000,2238.649902,2201.149902,2225.050049,2191.633545,2665286
2020-07-22,2231.000000,2231.000000,2184.199951,2190.949951,2158.045654,2861534
2020-07-23,2190.949951,2190.949951,2163.000000,2171.199951,2138.592285,2265766
2020-07-24,2154.500000,2163.000000,2125.100098,2157.399902,2124.999512,3665100
2020-07-27,2165.000000,2215.000000,2163.500000,2206.800049,2173.657715,4248480
2020-07-28,2215.000000,2320.000000,2215.000000,2309.750000,2275.061523,8092319
2020-07-29,2292.000000,2342.000000,2246.050049,2276.050049,2241.867920,6090431
2020-07-30,2285.899902,2358.000000,2272.250000,2279.500000,2245.265869,7098496
2020-07-31,2303.149902,2334.800049,2257.449951,2281.399902,2247.136963,4723290
2020-08-03,2290.449951,2303.850098,2230.699951,2254.149902,2220.296387,4012337
2020-08-04,2259.949951,2269.649902,2225.050049,2249.699951,2215.913574,2927928
2020-08-05,2260.000000,2300.000000,2253.000000,2259.500000,2225.566650,3800641
2020-08-06,2275.000000,2319.500000,2265.350098,2308.100098,2273.436279,4748047
2020-08-07,2308.000000,2328.000000,2287.000000,2295.350098,2260.877686,3165491
2020-08-10,2318.000000,2325.000000,2276.050049,2282.800049,2248.516357,2929353
2020-08-11,2283.000000,2312.000000,2275.600098,2279.899902,2245.659912,2774423
2020-08-12,2288.350098,2296.399902,2246.550049,2257.350098,2223.448486,3415751
2020-08-13,2273.000000,2300.000000,2250.500000,2254.449951,2220.592041,2695682
2020-08-14,2277.000000,2281.300049,2233.100098,2242.149902,2208.476807,2270405
2020-08-17,2263.000000,2270.000000,2238.250000,2253.399902,2219.557617,2625630
2020-08-18,2262.800049,2289.000000,2248.300049,2269.750000,2235.662354,3493374
2020-08-19,2276.350098,2284.600098,2252.500000,2256.600098,2222.709717,2843005
2020-08-20,2257.000000,2276.550049,2240.050049,2252.850098,2219.016113,2895164
2020-08-21,2260.000000,2271.000000,2241.050049,2248.600098,2214.830322,1975294
2020-08-24,2250.600098,2259.949951,2230.000000,2248.100098,2214.337158,2167966
2020-08-25,2245.000000,2250.000000,2233.550049,2242.649902,2208.969238,1663419
2020-08-26,2242.000000,2259.899902,2216.449951,2253.500000,2219.656250,2618149
2020-08-27,2266.000000,2287.350098,2241.750000,2248.399902,2214.632813,3579393
2020-08-28,2268.399902,2279.949951,2235.100098,2238.550049,2204.930664,2941136
2020-08-31,2240.000000,2276.199951,2228.000000,2257.250000,2223.350098,6018154
2020-09-01,2269.000000,2278.000000,2241.300049,2246.350098,2212.613770,3610908
2020-09-02,2247.000000,2268.750000,2241.649902,2265.149902,2231.131104,2084137
2020-09-03,2268.000000,2324.000000,2268.000000,2299.500000,2264.965576,4654146
2020-09-04,2275.000000,2324.250000,2262.949951,2288.800049,2254.426270,5231303
2020-09-07,2289.000000,2343.500000,2283.350098,2327.050049,2292.101807,4620401
2020-09-08,2335.949951,2390.449951,2327.050049,2348.199951,2312.934082,7453998
2020-09-09,2325.000000,2359.000000,2320.000000,2327.649902,2292.692627,3866535
2020-09-10,2335.000000,2348.500000,2324.300049,2331.149902,2296.140137,2308813
2020-09-11,2330.949951,2383.000000,2330.149902,2374.100098,2338.445313,4145424
2020-09-14,2384.100098,2505.750000,2381.850098,2491.399902,2453.983154,7512131
2020-09-15,2491.399902,2538.000000,2464.600098,2491.399902,2453.983154,7318770
2020-09-16,2488.949951,2507.600098,2477.300049,2503.000000,2465.409180,3074003
2020-09-17,2480.000000,2495.750000,2450.600098,2460.949951,2423.990967,4828176
2020-09-18,2485.000000,2500.399902,2436.399902,2449.899902,2413.106689,4183256
2020-09-21,2465.000000,2504.899902,2452.149902,2465.300049,2428.275635,4598809
2020-09-22,2485.000000,2555.000000,2458.000000,2522.949951,2485.059570,7499613
2020-09-23,2510.000000,2519.850098,2409.000000,2467.449951,2430.393311,7502280
2020-09-24,2450.000000,2450.000000,2302.600098,2332.250000,2297.223633,8424708
2020-09-25,2368.000000,2440.000000,2352.100098,2422.300049,2385.921387,8228267
2020-09-28,2440.000000,2444.000000,2366.000000,2426.300049,2389.861084,4347166
2020-09-29,2434.850098,2511.050049,2426.300049,2488.399902,2451.028564,6995811
2020-09-30,2489.000000,2505.000000,2460.000000,2492.300049,2454.869873,3917166
2020-10-01,2510.000000,2540.000000,2492.300049,2523.449951,2485.552002,2610337
2020-10-05,2620.000000,2728.100098,2603.050049,2705.800049,2665.163574,17412105
2020-10-06,2736.000000,2736.000000,2650.100098,2714.300049,2673.536133,9846367
2020-10-07,2742.000000,2770.000000,2703.000000,2735.949951,2694.861084,9656101
2020-10-08,2800.000000,2885.000000,2800.000000,2825.699951,2783.262695,19839329
2020-10-09,2810.000000,2829.850098,2780.000000,2812.949951,2770.704346,7739245
2020-10-12,2815.500000,2854.000000,2800.750000,2830.000000,2787.498535,4623203
2020-10-13,2845.000000,2854.899902,2812.199951,2826.550049,2784.100098,4209878
2020-10-14,2842.000000,2842.000000,2787.550049,2809.600098,2779.203857,4395936
2020-10-15,2811.000000,2827.750000,2727.000000,2740.600098,2710.949951,6629355
2020-10-16,2750.100098,2771.649902,2731.300049,2763.300049,2733.404541,5273773
2020-10-19,2774.000000,2774.000000,2706.600098,2711.550049,2682.214600,3331194
2020-10-20,2725.000000,2759.899902,2717.949951,2739.000000,2709.367676,3406273
2020-10-21,2739.000000,2749.000000,2663.050049,2675.399902,2646.455322,4570143
2020-10-22,2661.000000,2686.649902,2638.100098,2671.149902,2642.251465,5262294
2020-10-23,2687.800049,2702.000000,2670.100098,2686.800049,2657.732178,3499091
2020-10-26,2689.949951,2709.949951,2670.500000,2688.199951,2659.116943,2672752
2020-10-27,2699.750000,2718.149902,2624.100098,2630.149902,2601.695313,3537502
2020-10-28,2650.000000,2655.949951,2606.000000,2622.199951,2593.831055,3569445
2020-10-29,2608.000000,2655.000000,2600.250000,2632.649902,2604.167969,3105968
2020-10-30,2636.100098,2674.350098,2621.600098,2664.850098,2636.019531,3427003
2020-11-02,2660.000000,2664.850098,2600.050049,2604.600098,2576.421631,2571196
2020-11-03,2604.000000,2665.000000,2601.050049,2633.600098,2605.107910,2879269
2020-11-04,2610.000000,2721.850098,2610.000000,2653.149902,2624.446045,4893928
2020-11-05,2685.000000,2710.000000,2667.000000,2685.699951,2656.644043,2816502
2020-11-06,2699.000000,2713.250000,2681.300049,2707.449951,2678.158936,3884421
2020-11-09,2731.100098,2744.000000,2695.100098,2726.600098,2697.101563,3646592
2020-11-10,2697.199951,2713.149902,2638.350098,2649.600098,2620.934814,4760020
2020-11-11,2667.949951,2692.800049,2643.399902,2687.800049,2658.721436,3242441
2020-11-12,2686.000000,2713.000000,2661.750000,2671.050049,2642.152832,2437505
2020-11-13,2655.750000,2664.899902,2636.000000,2656.850098,2628.106201,2548093
2020-11-14,null,null,null,null,null,null
2020-11-17,2695.000000,2695.000000,2650.050049,2666.050049,2637.206543,2827273
2020-11-18,2661.000000,2664.199951,2607.050049,2626.649902,2598.232910,2893762
2020-11-19,2637.000000,2676.149902,2630.850098,2636.899902,2608.371826,4167501
2020-11-20,2655.000000,2676.000000,2627.550049,2660.250000,2631.469482,2711471
2020-11-23,2690.000000,2730.000000,2665.000000,2724.250000,2694.777100,3706418
2020-11-24,2734.399902,2743.000000,2705.000000,2722.050049,2692.600830,3120516
2020-11-25,2729.000000,2732.949951,2688.199951,2701.300049,2672.075195,3302249
2020-11-26,2686.000000,2730.949951,2680.000000,2720.600098,2691.166504,2341099
2020-11-27,2705.000000,2717.699951,2669.050049,2679.649902,2650.659424,6086808
2020-12-01,2679.000000,2735.899902,2624.449951,2726.800049,2697.299561,3605017
2020-12-02,2719.000000,2754.699951,2702.449951,2749.550049,2719.803467,2509032
2020-12-03,2773.899902,2773.899902,2700.800049,2709.449951,2680.136963,2852548
2020-12-04,2710.800049,2738.850098,2699.000000,2727.550049,2698.041504,2686527
2020-12-07,2715.000000,2744.000000,2706.149902,2737.699951,2708.081543,1996400
2020-12-08,2740.000000,2805.550049,2732.449951,2797.300049,2767.036865,4277818
2020-12-09,2815.000000,2840.000000,2793.149902,2810.800049,2780.390869,3659996
2020-12-10,2818.000000,2827.300049,2780.250000,2784.300049,2754.177490,2127801
2020-12-11,2792.699951,2807.699951,2764.550049,2783.600098,2753.485107,1795408
2020-12-14,2802.000000,2804.000000,2756.250000,2797.699951,2767.432373,2483658
2020-12-15,2786.000000,2794.699951,2755.000000,2761.550049,2731.673584,2365509
2020-12-16,2779.000000,2819.800049,2760.449951,2814.199951,2783.753906,2565149
2020-12-17,2811.000000,2853.699951,2805.000000,2838.199951,2807.494385,2863460
2020-12-18,2868.000000,2898.000000,2846.199951,2861.000000,2830.047852,6076692
2020-12-21,2861.000000,2886.500000,2785.000000,2820.149902,2789.639648,2705195
2020-12-22,2834.000000,2883.649902,2818.649902,2872.500000,2841.423096,2881737
2020-12-23,2876.050049,2919.000000,2865.449951,2908.750000,2877.281250,2790988
2020-12-24,2909.000000,2921.350098,2883.199951,2909.350098,2877.874512,1807144
2020-12-28,2910.000000,2949.699951,2902.000000,2929.399902,2897.707520,2108994
2020-12-29,2920.000000,2952.000000,2920.000000,2930.500000,2898.795654,1994151
2020-12-30,2934.399902,2947.699951,2902.000000,2909.300049,2877.825195,2637968
2020-12-31,2900.000000,2905.000000,2845.000000,2862.750000,2831.778564,4040956
2021-01-01,2880.000000,2940.000000,2879.000000,2928.250000,2896.570068,2681440
2021-01-04,2950.000000,3050.750000,2940.949951,3039.449951,3006.567139,5113293
2021-01-05,3039.600098,3114.250000,3039.600098,3093.000000,3059.537354,5801309
2021-01-06,3100.000000,3113.500000,3037.199951,3051.500000,3018.486572,3726716
2021-01-07,3075.000000,3080.850098,3000.250000,3032.800049,2999.988770,3717827
2021-01-08,3090.000000,3128.000000,3060.000000,3120.899902,3087.135498,5879039
2021-01-11,3230.000000,3230.000000,3146.550049,3176.449951,3142.084717,9508039
2021-01-12,3176.449951,3210.000000,3150.000000,3174.850098,3140.502197,3611458
2021-01-13,3175.000000,3177.000000,3126.250000,3158.949951,3124.774170,3572801
2021-01-14,3155.000000,3266.500000,3120.399902,3250.699951,3221.650635,6931542
